PayPal All-in-One Payment Solutions&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,PayPal All-in-One Payment Solutions&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,module,Magento_Paypal
PayPal authentication expired.,Die PayPal-Authentifizierung ist abgelaufen.,module,Magento_Braintree
PayPal Balance Manager function of PayPal account,PayPal Ausgleichs-Manager-Funktion des PayPal-Kontos,module,Magento_Theme
PayPal Billing Agreement Settings,PayPal-Abrechnungsvereinbarungeinstellungen,module,Magento_Theme
PayPal Buyer Warranty Bonus,PayPal-Käufergarantie-Bonus,module,Magento_Theme
"PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process.","PayPal kann keine Bestellungen mit einem Null-Saldo durchführen. Damit Sie Ihren Einkauf abschließen können, gehen Sie bitte über den Standard-Checkout-Prozess.",module,Magento_Theme
"PayPal can\'t process orders with a zero balance due. ' 'To finish your purchase, please go through the standard checkout process.","PayPal kann keine Bestellungen ohne Restschuldenbetrag bearbeiten. Um Ihren Einkauf abzuschließen, durchlaufen Sie bitte den regulären Checkout-Prozess.",module,Magento_Theme
PayPal Canceled Reversal,PayPal abgebrochene Stornierung,module,Magento_Theme
PayPal Credit,PayPal-Guthaben,module,Magento_Paypal
PayPal Debit Card Cash Advance,PayPal Kreditkarten-Barkredit,module,Magento_Theme
PayPal Debit Card Withdrawal from ATM,PayPal-Kreditkarten-Rücknahme von ATM,module,Magento_Theme
PayPal Express Checkout,PayPal Express Checkout,module,Magento_Theme
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
<a href=""https://www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>","Mit der PayPal Express-Kaufabwicklung können Sie Ihren Kunden den Zugang zur Finanzierung über PayPal Credit&#174; ermöglichen - ohne zusätzliche Kosten für Sie.
Sie werden im Voraus bezahlt, auch wenn die Kunden mehr Zeit zum Bezahlen haben. Ein vorintegrierter Zahlungsbutton ermöglicht es Kunden, schnell mit PayPal Credit&#174; zu bezahlen.
<a href=""https://www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Mehr erfahren</a>",module,Magento_Paypal
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
<a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
","Mit PayPal Express Checkout können Sie den Kunden Zugang zur Finanzierung durch PayPal Credit® ermöglichen - ohne zusätzliche Kosten für Sie. Sie werden im Voraus bezahlt, auch wenn die Kunden mehr Zeit haben, um zu bezahlen. Über eine vorintegrierte Zahlungs-Schaltfläche können Kunden schnell bei PayPal Credit® zahlen. <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank""> Weitere Informationen </a>
",module,Magento_Paypal
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you. You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;. <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>","Mit PayPal Express Checkout können Sie den Kunden Zugang zur Finanzierung durch PayPal Credit® ermöglichen - ohne zusätzliche Kosten für Sie. Sie werden im Voraus bezahlt, auch wenn die Kunden mehr Zeit haben, um zu bezahlen. Über eine vorintegrierte Zahlungs-Schaltfläche können Kunden schnell bei PayPal Credit® zahlen. <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank""> Weitere Informationen </a>",module,Magento_Theme
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.<a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>","PayPal Express Checkout lässt Kunden Zugriff auf Finanzierung über PayPal Kredit&#174; - bei keinen zusätzlichen Kosten für Sie. Sie erhalten die Bezahlung im Voraus, auch wenn die Kunden mehr Zeit haben, um zu bezahlen. Über eine vorintegrierte Zahlungsschaltfläche können Kunden schnell mit PayPal Credit® zahlen. <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank""> Weitere Informationen </a>",module,Magento_Theme
"PayPal Express Checkout Payflow Edition lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.<a href=""https://www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>","Mit der PayPal Express Checkout Payflow Edition können Sie Ihren Kunden Zugang zur Finanzierung über PayPal Credit geben - ohne zusätzliche Kosten für Sie.Sie werden im Voraus bezahlt, auch wenn die Kunden mehr Zeit zum Bezahlen haben. Ein vorintegrierter Zahlungsbutton ermöglicht es Kunden, schnell mit PayPal Credit&#174; zu bezahlen.<a href=""https://www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Mehr erfahren</a>",module,Magento_Paypal
PayPal Express Checkout Token does not exist.,PayPal Express Checkout Token existiert nicht.,module,Magento_Theme
PayPal Fee Information,PayPal-Gebühren-Informationen,module,Magento_Theme
PayPal gateway has rejected request.,PayPal-Gateway hat Antrag abgelehnt.,module,Magento_Paypal
PayPal gateway has rejected request. %1,PayPal-Gateway hat die Anfrage abgelehnt. %1,module,Magento_Theme
PayPal Guest Checkout Credit Card Icons,PayPal Guest Checkout Kreditkartensymbole,module,Magento_Paypal
PayPal is not enabled for your merchant account.,PayPal ist für Ihr Händlerkonto nicht aktiviert.,module,Magento_Braintree
PayPal Logo,PayPal Logo,module,Magento_Braintree
PayPal Merchant Pages Style,PayPal Händler-Seiten-Stil,module,Magento_Theme
PayPal Payment Gateways,PayPal-Payment-Gateways,module,Magento_Theme
PayPal Payment Gateways&nbsp;<i>Process payments using your own internet merchant account.</i>,PayPal-Payment-Gateways&nbsp;<i>Abwicklung von Zahlungen mit Ihrem eigenen Internet-Händler-Konto.</i>,module,Magento_Paypal
PayPal Payment ID,PayPal Zahlungs-ID,module,Magento_Braintree
PayPal Payment Solutions,PayPal Payment Solutions,module,Magento_Theme
PayPal Product Logo,PayPal Produktlogo,module,Magento_Theme
PayPal Protection Bonus,PayPal-Schutz-Bonus,module,Magento_Theme
PayPal recommends that you set up an additional User on your account at manager.paypal.com,"PayPal empfiehlt, dass Sie einen zusätzlichen Benutzer auf Ihrem Konto unter manager.paypal.com einrichten.",module,Magento_Theme
"PayPal recommends you set up an additional User on your account at manager.paypal.com, instead of entering your admin username and password here. This will enhance your security and prevent service interruptions if you later change your password. If you do not want to set up an additional User, you can re-enter your Merchant Login here.","PayPal empfiehlt, dass Sie einen zusätzlichen Benutzer auf Ihrem Konto unter manager.paypal.com einrichten, anstatt Ihren Admin-Benutzernamen und -passwort einzugeben. Dies wird Ihre Sicherheit erhöhen und Service-Unterbrechungen verhindern, wenn Sie Ihr Passwort später ändern. Wenn Sie die Einrichtung eines zusätzlichen Benutzers nicht möchten, können Sie wieder mit Ihrem Händler-Login hier einloggen.",module,Magento_Theme
PayPal Reference ID,PayPal-Referenz-ID,module,Magento_Theme
PayPal Reference ID Type,PayPal-Referenz-ID-Typ,module,Magento_Theme
PayPal response hasn't required fields.,PayPal-Antwort hat nicht die erforderlichen Felder.,module,Magento_Theme
PayPal retains reports for 45 days.,PayPal behält Berichte für 45 Tage.,module,Magento_Theme
PayPal Reversed,PayPal storniert,module,Magento_Theme
PayPal Section,Abschnitt PayPal,module,Magento_Paypal
PayPal Settlement,PayPal Regelung,module,Magento_Paypal
PayPal Settlement Reports,PayPal-Zahlungsberichte,module,Magento_Theme
PayPal through Braintree,PayPal über Braintree,module,Magento_Theme
"PayPal will automatically display each enabled funding option to eligible buyers.For example, PayPal Credit is only shown to buyers in countries where PayPal Credit isoffered and the currency offered by the merchant is USD.","PayPal zeigt den berechtigten Käufern automatisch jede aktivierte Finanzierungsoption an.Beispielsweise wird PayPal-Guthaben nur Käufern in Ländern angezeigt, in denen PayPal-Guthaben vorhanden ist.angeboten und die vom Händler angebotene Währung ist USD.",module,Magento_Paypal
PDF,PDF,module,Magento_Customer
PDF Credit Memos,PDF-Gutschriften,module,Magento_Theme
PDF Creditmemos,PDF-Gutschriften,module,Magento_Theme
PDF Invoices,PDF-Rechnungen,module,Magento_Theme
PDF Print-outs,PDF-Ausdrucke,module,Magento_Theme
PDF Shipments,PDF-Sendungen,module,Magento_Theme
Pending,Ausstehend,module,Magento_Theme
Pending Payment,Ausstehende Zahlung,module,Magento_Theme
Pending Payment Order Lifetime (minutes),Laufzeit des ausstehenden Zahlungsauftrags (Minuten),module,Magento_Theme
Pending Payment Order Lifetime (minutes),Laufzeit des ausstehenden Zahlungsauftrags (Minuten),module,Magento_Sales
Pending PayPal,PayPal austehend,module,Magento_Theme
Pending product review(s),Ausstehende Produktbewertung(en),module,Magento_Theme
Pending product review(s),Ausstehende Produktbewertung(en),module,Magento_Review
Pending Reviews,Ausstehende Bewertungen,module,Magento_Theme
Pending Reviews of Customer `%1`,Ausstehende Bewertungen von Kunden `%1`,module,Magento_Theme
Pending Reviews RSS,Ausstehende Bewertungen RSS,module,Magento_Theme
"Pending, in queue...","Ausstehend, in der Warteschlange.....",module,Magento_AsynchronousOperations
Per Item,Pro Artikel,module,Magento_Theme
Per Order,Pro Bestellung,module,Magento_Theme
Per Package,Pro Paket,module,Magento_Theme
per page,pro Seite,module,Magento_Theme
Per Website,Pro Website,module,Magento_Theme
Percent,Prozent,module,Magento_Theme
Percent Discount,Prozent Rabatt,module,Magento_Theme
Percent of product price discount,Prozentualer Rabatt je Artikel,module,Magento_Theme
Percentage discount should be between 0 and 100.,Prozentualer Rabatt sollte zwischen 0 und 100 liegen.,module,Magento_Theme
Percentage value must be a number between 0 and 100.,Der Prozentwert muss eine Zahl zwischen 0 und 100 sein.,module,Magento_Catalog
Perform an action on logs over a certain age at a regular interval,Führen Sie in regelmäßigen Abständen eine Aktion für Protokolle ab einem bestimmten Alter durch.,module,Vertex_Tax
Perform following actions,Folgende Akionen ausführen,module,Magento_Theme
Period,Zeitraum,module,Magento_Theme
Period %1 %2 Days Up To Date,Zeitraum %1 %2 Tage aktuell,module,Magento_Theme
Period of time in seconds after which account will be unlocked.,"Zeitraum in Sekunden, nach dem das Konto entsperrt wird.",module,Magento_Integration
Permanent (301),Permanent (301),module,Magento_Theme
Permanent (301),Permanent (301),module,Magento_UrlRewrite
Permission denied to read file %1,Kann Datei %1 nicht lesen. Zugriff verweigert.,module,Magento_Theme
Permission denied to write to %1,Schreibzugriff verweigert auf: %1,module,Magento_Theme
Permission with the same scope,Berechtigung mit dem gleichen Gültigkeitsbereich,module,Magento_Theme
Permissions,Berechtigungen,module,Magento_Theme
Permissions do not depend on store views.,Berechtigungen sind nicht von Store Views abhängig.,module,Magento_Theme
Persist Comparison History,Vergleichsliste bestehen lassen,module,Magento_Theme
Persist Currently Compared Products,Derzeit verglichene Produkte bestehen lassen,module,Magento_Theme
Persist Customer Group Membership and Segmentation,Kundengruppenmitgliedschaft und Segmentation bestehen lassen,module,Magento_Theme
Persist Recently Ordered Items,Zuletzt bestelle Artikel bestehen lassen,module,Magento_Theme
Persist Recently Viewed Products,Zuletzt angesehene Produkte bestehen lassen,module,Magento_Theme
Persist Shopping Cart,Warenkorb bestehen lassen,module,Magento_Theme
Persist Wish List,Wunschzettel bestehen lassen,module,Magento_Theme
Persistence Lifetime (seconds),Beständigskeitsdauer (Sekunden),module,Magento_Theme
Persistence Lifetime (seconds),Beständigskeitsdauer (Sekunden) (seconds),module,Magento_Persistent
Persistent Shopping Cart,Bestehender Warenkorb,module,Magento_Theme
Personal Information,Persönliche Informationen,module,Magento_Theme
Pet Goods,Haustierwaren,module,Magento_Analytics
Pharma and Medical Devices,Pharma und Medizinprodukte,module,Magento_Analytics
Phone,Telefon,module,Magento_Theme
Phone inconsistencies. The customer’s phone number is suspicious,Telefonnummerwidersprüche. Die Telefonnummer des Kunden ist verdächtig,module,Magento_Theme
Phone Number,Telefonnummer,module,Magento_Theme
Phone Number: %telephone,Telefon: %telephone,module,Magento_Theme
Phone Verification,Telefonverifizierung,module,Magento_Theme
Photo,Foto,module,Magento_AdobeStockImageAdminUi
PHP max execution time,PHP maximale Ausführungszeit,module,Dotdigitalgroup_Email
PHP SOAP extension is required.,PHP-SOAP-Extension erforderlich,module,Magento_Theme
PHP Version,PHP-Version,module,Dotdigitalgroup_Email
phrase,Ausdruck,module,Magento_Theme
Phrase,Ausdruck,module,Magento_Theme
Phrase 1,Ausdruck 1,module,Magento_Theme
Phrase 2,Satz 2,module,Magento_Theme
Phrase 2 %1,Ausdruck 2 %1,module,Magento_Theme
Phrase 2 with %a_lot of extra info for the brilliant %customer_name.,Ausdruck 2 mit %a_lot von zusätzlichen Informationen für den großartigen %customer_name.,module,Magento_Theme
Phrase 3,Satz 3,module,Magento_Theme
Physical,Physisch,module,Magento_Theme
Picked Up,Aufgenommen,module,Temando_Shipping
Pickup,Abholung,module,Temando_Shipping
"Pickup ""%1"" does not exist.","Die Aufnahme ""%1"" existiert nicht.",module,Temando_Shipping
Pickup #,Abholung #,module,Temando_Shipping
Pickup # ,Abholung #,module,Temando_Shipping
Pickup Canceled Template,Abholung Abgebrochen Vorlage,module,Temando_Shipping
Pickup Collected Template,Abholung Zusammengestellt Vorlage,module,Temando_Shipping
Pickup ID,Abhol-ID,module,Temando_Shipping
Pickup Info,Abholinformationen,module,Temando_Shipping
Pickup Location,Abholort,module,Temando_Shipping
"Pickup location with id ""%1"" does not exist.","Abholort mit der ID ""%1"" existiert nicht.",module,Temando_Shipping
Pickup Method,Versandverfahren,module,Magento_Theme
Pickup Rates,Abholraten,module,Temando_Shipping
Pickup Ready Template,Abholung Fertig Vorlage,module,Temando_Shipping
Pickup Request No.,Abholauftrag Nr.,module,Temando_Shipping
